,id,location,created_at,username,,following,followers,retweetcount,favorite,text
960,1.57E+18,"british columbia, canada",9/24/22 18:56,Joanieg88,,8101,7363,70,0,"Here's @JohnFetterman with another ðŸ”¥ video showing Dr. Oz's many lies he's said.

Oz is a bad fit for PA! Vote Fetterman for Senate! Find out more and maybe donate: https://t.co/qrwuMOQ58l

#Dems4OR #ONEV1 #DemVoice1 #MobilizeForMidterms 

https://t.co/DR0bg5zJVL"
961,1.57E+18,usa,9/24/22 18:53,debbie156,,12269,19283,70,0,"Here's @JohnFetterman with another ðŸ”¥ video showing Dr. Oz's many lies he's said.

Oz is a bad fit for PA! Vote Fetterman for Senate! Find out more and maybe donate: https://t.co/qrwuMOQ58l

#Dems4OR #ONEV1 #DemVoice1 #MobilizeForMidterms 

https://t.co/DR0bg5zJVL"
962,1.57E+18,,9/24/22 18:52,AnthropoceneM,,18967,17264,70,0,"Here's @JohnFetterman with another ðŸ”¥ video showing Dr. Oz's many lies he's said.

Oz is a bad fit for PA! Vote Fetterman for Senate! Find out more and maybe donate: https://t.co/qrwuMOQ58l

#Dems4OR #ONEV1 #DemVoice1 #MobilizeForMidterms 

https://t.co/DR0bg5zJVL"
963,1.57E+18,earth,9/24/22 18:52,xxxRyD,,2767,3320,70,0,"Here's @JohnFetterman with another ðŸ”¥ video showing Dr. Oz's many lies he's said.

Oz is a bad fit for PA! Vote Fetterman for Senate! Find out more and maybe donate: https://t.co/qrwuMOQ58l

#Dems4OR #ONEV1 #DemVoice1 #MobilizeForMidterms 

https://t.co/DR0bg5zJVL"
964,1.57E+18,section 31,9/24/22 18:50,MrScottLads,,60289,85754,70,0,"Here's @JohnFetterman with another ðŸ”¥ video showing Dr. Oz's many lies he's said.

Oz is a bad fit for PA! Vote Fetterman for Senate! Find out more and maybe donate: https://t.co/qrwuMOQ58l

#Dems4OR #ONEV1 #DemVoice1 #MobilizeForMidterms 

https://t.co/DR0bg5zJVL"
965,1.57E+18,,9/24/22 18:50,sdewrtygyt,,410,50,11,0,"@JohnFetterman Why are people ignoring this story

https://t.co/OI8rvIzh1L"
966,1.57E+18,,9/24/22 18:46,gtvlad,,1269,59,0,1,"@DrOz No way oz, you donâ€™t live in our state and YOU SUPPORT A TOTAL BAN ON ABORTION!! You believe in treating women as second class citizens and Pa women will not vote for you!! Vote John Fetterman Senate in Pennsylvania!!"
967,1.57E+18,,9/24/22 18:44,LukaGurgen,,120,3,0,0,"@conorsen @lxeagle17 @ding3rs 2025 seems like the least likely year in recent memory for Dems to control the Senate. Holding MT/WV/OH will be near impossible, while Rs will have many other good pickup opportunities (WI/PA/AZ/NV/MI) comp posted to ~zero for Ds given how 2018 went."
968,1.57E+18,,9/24/22 18:44,KassimSantone,,311,11,417,0,"ALL EYES ON PENNSYLVANIA: Voters are asking PA Democratic candidate John Fetterman to release his medical records following his stroke. TONIGHT on ""Hannity,"" PA GOP Senate candidate @DrOz will react."
969,1.57E+18,,9/24/22 18:38,Frank0wen,,112,27,0,0,"@Moviebuff1224 @JohnFetterman @APMforEveryone Do you folks from Wisconsin have a lot invested in this PA senate race?

Nah, thought not. BOT"
970,1.57E+18,"new jersey, usa",9/24/22 18:37,progavalanche,,7916,7996,70,0,"Here's @JohnFetterman with another ðŸ”¥ video showing Dr. Oz's many lies he's said.

Oz is a bad fit for PA! Vote Fetterman for Senate! Find out more and maybe donate: https://t.co/qrwuMOQ58l

#Dems4OR #ONEV1 #DemVoice1 #MobilizeForMidterms 

https://t.co/DR0bg5zJVL"
971,1.57E+18,western pa,9/24/22 18:36,linstro537,,3980,1595,70,0,"Here's @JohnFetterman with another ðŸ”¥ video showing Dr. Oz's many lies he's said.

Oz is a bad fit for PA! Vote Fetterman for Senate! Find out more and maybe donate: https://t.co/qrwuMOQ58l

#Dems4OR #ONEV1 #DemVoice1 #MobilizeForMidterms 

https://t.co/DR0bg5zJVL"
972,1.57E+18,,9/24/22 18:34,BigIke1313,,323,288,0,3,@JoshShapiroPA What about Fetterman?  The most radical PA Senate candidate we have ever had.
973,1.57E+18,"minnesota, usa",9/24/22 18:32,BamjcastA,,7245,7051,70,0,"Here's @JohnFetterman with another ðŸ”¥ video showing Dr. Oz's many lies he's said.

Oz is a bad fit for PA! Vote Fetterman for Senate! Find out more and maybe donate: https://t.co/qrwuMOQ58l

#Dems4OR #ONEV1 #DemVoice1 #MobilizeForMidterms 

https://t.co/DR0bg5zJVL"
974,1.57E+18,california,9/24/22 18:31,Boomerjeff,,3482,4658,0,1,"Yep. The other guy is worse.  The problem is the only thing Dr. Oz EVER says is that: ""The other guy is worse.""  

Does Oz have any thoughts about energy? crime? inflation? corruption in government?  apparently not. Every poll shows Oz running behind 
https://t.co/Sz5ZgMyQPD https://t.co/Y1bgEi5X2V"
975,1.57E+18,california,9/24/22 18:27,Boomerjeff,,3482,4658,0,0,"Oz is behind in every poll.  

I agree that Feterman is a worthless goon.  My dog could beat Fetterman.  

That's the point: Oz is such a terrible candidate he can't even beat a guy who can't talk!  

Here are the latest polls

https://t.co/Sz5ZgMyQPD https://t.co/0ARXgqQ9wy"
976,1.57E+18,,9/24/22 18:26,Max1180,,5003,1529,417,0,"ALL EYES ON PENNSYLVANIA: Voters are asking PA Democratic candidate John Fetterman to release his medical records following his stroke. TONIGHT on ""Hannity,"" PA GOP Senate candidate @DrOz will react."
977,1.57E+18,"florida, usa",9/24/22 18:26,richjets,,113,118,417,0,"ALL EYES ON PENNSYLVANIA: Voters are asking PA Democratic candidate John Fetterman to release his medical records following his stroke. TONIGHT on ""Hannity,"" PA GOP Senate candidate @DrOz will react."
978,1.57E+18,"ontario, canada",9/24/22 18:25,lauralee466,,2203,1608,13,0,"Donate to the Flippable Five, senate seats the Democrats can flip. Donations are split between NC Cheri Beasley, WI Mandela Barnes, OH Tim Ryan, PA John Fetterman, and FL Val Demings.

https://t.co/ilLxca16hb"
979,1.57E+18,earth-three ðÿ‡ºðÿ‡¸ðÿ‡ºðÿ‡¸ðÿ‡ºðÿ‡¸ðÿ‡ºðÿ‡¸,9/24/22 18:24,StarCoreOne02,,5001,4131,1003,0,"PA Democrat John Fetterman has a long history of not paying taxes. Dozens of liens. More than $25k owed. Big supporter of public schools, but school district had to sue him for unpaid tax bills. From 2016: https://t.co/lILw5q7kOH  And today: https://t.co/8ehWpWsYYK"
980,1.57E+18,,9/24/22 18:23,sxratxekvte1702,,401,67,11,0,"@JohnFetterman Why are people ignoring this story

https://t.co/OI8rvIzh1L"
981,1.57E+18,usaðÿ‡ºðÿ‡¸ ,9/24/22 18:22,badkitty251,,2418,2588,159,0,"Weâ€™re the state Democratic Party in PA â€” Americaâ€™s #1 battleground.

We have a governor seat, senate seat, and legislature on the line in 2022, and we just endorsed @JoshShapiroPA to lead our ticket!

Can you RETWEET &amp; CHIP IN to keep Pennsylvania blue?
https://t.co/PgGjac6509"
982,1.57E+18,arizona,9/24/22 18:22,OldJediRoo55,,1568,589,13,0,"Donate to the Flippable Five, senate seats the Democrats can flip. Donations are split between NC Cheri Beasley, WI Mandela Barnes, OH Tim Ryan, PA John Fetterman, and FL Val Demings.

https://t.co/ilLxca16hb"
983,1.57E+18,"madison, in",9/24/22 18:20,Suzecat52,,945,1069,13,0,"Donate to the Flippable Five, senate seats the Democrats can flip. Donations are split between NC Cheri Beasley, WI Mandela Barnes, OH Tim Ryan, PA John Fetterman, and FL Val Demings.

https://t.co/ilLxca16hb"
984,1.57E+18,,9/24/22 18:20,FECMensroom,,3,90,0,0,"SMP (C00484642 https://t.co/ZjL4OUxiTY) just spent $1,621,336.98 ($9,559,066.20 YTD) to Oppose Mehmet Oz (S2PA00638|Senate|PA|00) with Waterfront Strategies on Media Buy - Estimate - Report Number 1632183.fec #GOP #Republican #DNC #Democratic #PA00"
985,1.57E+18,,9/24/22 18:19,FECMensroom,,3,90,0,0,"LCV VICTORY FUND (C00486845 https://t.co/aum4FOA9fa) just spent $11,619.00 ($793,052.41 YTD) to Support JOHN KARL FETTERMAN (S6PA00274|Senate|PA|00) with SKDKnickerbocker on Digital Ad Production - Report Number 1632174.fec #GOP #Republican #DNC #Democratic #PA00"
986,1.57E+18,"troy, il",9/24/22 18:19,Troy_ScottGrube,,1133,470,154,0,"Oz is dangerous for women.  
Oz is dangerous for PA.  
Oz is a Trumper.
Even if he lived in PA he would suck.

Fetterman needs your help!

Help us GOTV for Fetterman to increase Senate seats &amp; codify Roe!

Chip in $10, $25, $50, $100, $250, $500 or more: 
https://t.co/Z3F4lTLVaa https://t.co/Ya7kgJgeaO"
987,1.57E+18,,9/24/22 18:19,BustFreebooter,,1428,239,1,0,@JohnFetterman You would think your calves would be larger from chasing innocent black men.   https://t.co/sR3MSaFFLD
988,1.57E+18,"florida, usa",9/24/22 18:18,eileenvan55,,13641,13524,70,0,"Here's @JohnFetterman with another ðŸ”¥ video showing Dr. Oz's many lies he's said.

Oz is a bad fit for PA! Vote Fetterman for Senate! Find out more and maybe donate: https://t.co/qrwuMOQ58l

#Dems4OR #ONEV1 #DemVoice1 #MobilizeForMidterms 

https://t.co/DR0bg5zJVL"
989,1.57E+18,"new jersey, usa",9/24/22 18:18,AnnaNJNY,,12593,14613,70,0,"Here's @JohnFetterman with another ðŸ”¥ video showing Dr. Oz's many lies he's said.

Oz is a bad fit for PA! Vote Fetterman for Senate! Find out more and maybe donate: https://t.co/qrwuMOQ58l

#Dems4OR #ONEV1 #DemVoice1 #MobilizeForMidterms 

https://t.co/DR0bg5zJVL"
990,1.57E+18,"merriam, ks",9/24/22 18:18,JohnMCooper8,,2634,1578,154,0,"Oz is dangerous for women.  
Oz is dangerous for PA.  
Oz is a Trumper.
Even if he lived in PA he would suck.

Fetterman needs your help!

Help us GOTV for Fetterman to increase Senate seats &amp; codify Roe!

Chip in $10, $25, $50, $100, $250, $500 or more: 
https://t.co/Z3F4lTLVaa https://t.co/Ya7kgJgeaO"
991,1.57E+18,"chicago, il",9/24/22 18:16,eisendrath,,944,1841,0,0,"Help Democrats hold the US Senate by supporting these key campaigns:

AZ: @CaptMarkKelly 
WI: @TheOtherMandela 
NV: @CortezMasto 
FLA: @valdemings 
NC: @CheriBeasleyNC 
PA: @JohnFetterman 
GA: @ReverendWarnock 
OH: @TimRyan 
NH: @Maggie_Hassan 

5/"
992,1.57E+18,,9/24/22 18:16,HEsteba23887479,,628,36,25,0,Out with the Falls Township Democrats supporting Ashley Ehasz and Steve Santarsiero for PA Senate! https://t.co/JiKSHrMKTb
993,1.57E+18,,9/24/22 18:15,asdgr31,,432,50,11,19,"@JohnFetterman Why are people ignoring this story

https://t.co/OI8rvIzh1L"
994,1.57E+18,,9/24/22 18:12,SteveHeinecke77,,60,69,417,0,"ALL EYES ON PENNSYLVANIA: Voters are asking PA Democratic candidate John Fetterman to release his medical records following his stroke. TONIGHT on ""Hannity,"" PA GOP Senate candidate @DrOz will react."
995,1.57E+18,united states,9/24/22 18:12,BadrobotLinda,,22148,25534,70,0,"Here's @JohnFetterman with another ðŸ”¥ video showing Dr. Oz's many lies he's said.

Oz is a bad fit for PA! Vote Fetterman for Senate! Find out more and maybe donate: https://t.co/qrwuMOQ58l

#Dems4OR #ONEV1 #DemVoice1 #MobilizeForMidterms 

https://t.co/DR0bg5zJVL"
996,1.57E+18,"colorado, usa",9/24/22 18:11,rainerickson,,2138,1058,43,0,"Toomey will support the Senate's reform bill after Trump and his allies - including 8 of 9 House Rs from PA - tried to throw out PAs electoral votes on Jan 6, 2021:
https://t.co/1tHaeMr4Ks"
997,1.57E+18,,9/24/22 18:11,soy16865522,,55,2,68,0,"Pennsylvania Senate:
Fetterman (D) 49% (+5)
Oz (R) 44%
.
Pennsylvania Governor:
Shapiro (D) 53% (+11)
Mastriano (R) 42%

.@Muhlenberg/@mcall, 420 LV, 9/13-16
https://t.co/kpWYyywS9H"
998,1.57E+18,,9/24/22 18:10,Laflor987,,52,17,1,0,"@JohnFetterman @FetterMobile OMG. You held up an innocent black kid (and nobody wants to talk about it). When will people put their political beliefs aside for two seconds and look at the things you've done 

https://t.co/jUU7XS1l61"
999,1.57E+18,pennsylvania,9/24/22 18:08,AukerDean,,508,509,0,0,@MNews25100551 @CouldntBePapaP @Izengabe_ @JonathanTamari I laughed out loud when Trump endorsed Oz.  The senate seat was absolutely going to go to Dave McCormick until Donald stuck his nose in.   Same with Governor Mastriano.  MAGA guys wonâ€™t do well in general election in Pa
1000,1.57E+18,,9/24/22 18:05,Calmingstorm1,,257,121,417,0,"ALL EYES ON PENNSYLVANIA: Voters are asking PA Democratic candidate John Fetterman to release his medical records following his stroke. TONIGHT on ""Hannity,"" PA GOP Senate candidate @DrOz will react."
1001,1.57E+18,,9/24/22 18:05,BustFreebooter,,1428,239,0,0,"@MSNBC @MaddowBlog Let me introduce you to PA senate candidate Fetterman.  He failed the citizens of the town he lead, the Commonwealth he served, the families he loves and the body God gave him. Fetterman can't handle his own reality.... why would I trust him with anything to do with my reality."
1002,1.57E+18,united states,9/24/22 18:05,lindamhays301,,2716,788,154,0,"Oz is dangerous for women.  
Oz is dangerous for PA.  
Oz is a Trumper.
Even if he lived in PA he would suck.

Fetterman needs your help!

Help us GOTV for Fetterman to increase Senate seats &amp; codify Roe!

Chip in $10, $25, $50, $100, $250, $500 or more: 
https://t.co/Z3F4lTLVaa https://t.co/Ya7kgJgeaO"
1003,1.57E+18,,9/24/22 18:05,Gambit121,,3887,2013,16,0,John Fetterman is the ONLY candidate in the PA Senate race who cares about reproductive freedom. Letâ€™s make sure he defeats Oz in November. https://t.co/RzYdcYDIRO
1004,1.57E+18," smalltown , dc",9/24/22 18:01,AdrianBlancoR,,774,2469,4,0,"Polished politicians in the streets, meme combatants in the tweets - How Fetterman and Oz use social media to paint portraits of the other, illustrated.

W/ @hannahdormido &amp; @KevinUhrm

https://t.co/6PB8F22aaf"
1005,1.57E+18,,9/24/22 18:00,sedismiserecord,,255,149,28,0,"Fetterman Launches Food Truck To Campaign For Him Across Pennsylvania

Fettermobile is a food truck-style vehicle that will crisscross PA, organizing, registering voters, selling merchandise, and informing about John Fettermanâ€™s Senate campaign.
#OurBlueVoice 
#ProudBlue22 https://t.co/Ltp6AO0xRU"
1006,1.57E+18,,9/24/22 18:00,SailorPsy,,94,127,41,0,"Favorability ratings in the latest Pennsylvania polls in Morning Call: 

Mastriano 31/48
Shapiro 49/31

Oz 29/53 (!)
Fetterman 44/41

https://t.co/u9mTbJQSnk"
1007,1.57E+18,,9/24/22 17:58,NanaGabi77,,1567,402,154,0,"Oz is dangerous for women.  
Oz is dangerous for PA.  
Oz is a Trumper.
Even if he lived in PA he would suck.

Fetterman needs your help!

Help us GOTV for Fetterman to increase Senate seats &amp; codify Roe!

Chip in $10, $25, $50, $100, $250, $500 or more: 
https://t.co/Z3F4lTLVaa https://t.co/Ya7kgJgeaO"
1008,1.57E+18,mt,9/24/22 17:55,GailWaldby,,9710,8885,70,0,"Here's @JohnFetterman with another ðŸ”¥ video showing Dr. Oz's many lies he's said.

Oz is a bad fit for PA! Vote Fetterman for Senate! Find out more and maybe donate: https://t.co/qrwuMOQ58l

#Dems4OR #ONEV1 #DemVoice1 #MobilizeForMidterms 

https://t.co/DR0bg5zJVL"
1009,1.57E+18,,9/24/22 17:54,NeneHilarious,,205,309,0,2,@DrOz Innovation: making millions selling a fruit as a miracle fat loss cure https://t.co/eVSKfrYiIv
1010,1.57E+18,,9/24/22 17:54,LamarBordelon,,9,14,417,0,"ALL EYES ON PENNSYLVANIA: Voters are asking PA Democratic candidate John Fetterman to release his medical records following his stroke. TONIGHT on ""Hannity,"" PA GOP Senate candidate @DrOz will react."
1011,1.57E+18,,9/24/22 17:53,bikini_teenie,,2122,1165,70,0,"Here's @JohnFetterman with another ðŸ”¥ video showing Dr. Oz's many lies he's said.

Oz is a bad fit for PA! Vote Fetterman for Senate! Find out more and maybe donate: https://t.co/qrwuMOQ58l

#Dems4OR #ONEV1 #DemVoice1 #MobilizeForMidterms 

https://t.co/DR0bg5zJVL"
1012,1.57E+18,l.a. & coachella valley,9/24/22 17:51,1zzyzyx1,,31539,30460,70,0,"Here's @JohnFetterman with another ðŸ”¥ video showing Dr. Oz's many lies he's said.

Oz is a bad fit for PA! Vote Fetterman for Senate! Find out more and maybe donate: https://t.co/qrwuMOQ58l

#Dems4OR #ONEV1 #DemVoice1 #MobilizeForMidterms 

https://t.co/DR0bg5zJVL"
1013,1.57E+18,"florida, usa",9/24/22 17:48,MountainJoy2,,2276,2406,28,0,"Fetterman Launches Food Truck To Campaign For Him Across Pennsylvania

Fettermobile is a food truck-style vehicle that will crisscross PA, organizing, registering voters, selling merchandise, and informing about John Fettermanâ€™s Senate campaign.
#OurBlueVoice 
#ProudBlue22 https://t.co/Ltp6AO0xRU"
1014,1.57E+18,"dfw, tx",9/24/22 17:45,CFHeather,,9256,8370,1003,0,"PA Democrat John Fetterman has a long history of not paying taxes. Dozens of liens. More than $25k owed. Big supporter of public schools, but school district had to sue him for unpaid tax bills. From 2016: https://t.co/lILw5q7kOH  And today: https://t.co/8ehWpWsYYK"
1015,1.57E+18,united states,9/24/22 17:45,bethlastname,,9552,8706,70,0,"Here's @JohnFetterman with another ðŸ”¥ video showing Dr. Oz's many lies he's said.

Oz is a bad fit for PA! Vote Fetterman for Senate! Find out more and maybe donate: https://t.co/qrwuMOQ58l

#Dems4OR #ONEV1 #DemVoice1 #MobilizeForMidterms 

https://t.co/DR0bg5zJVL"
1016,1.57E+18,home of the free and the brave,9/24/22 17:43,big_al7976,,214,177,2,0,"@hollywilcox @davidhogg111 Do not be so sure!  Rs only need 6 more seats to flip House (not hard to do, esp. w/gerrymandering).  Predictit puts R majority in House at 75% odds.  Average prediction is pick-up of 15 seats.  I think Ds lose GA, NV, AZ, WI, NC, OH, and FL (but win PA) to lose Senate. We'll see https://t.co/Mp0sTI4J15"
1017,1.57E+18,,9/24/22 17:41,FordOConnell,,3193,13727,2,3,"The Senate is where the 2022 action is at on ðŸ“º.

Things can always change but assuming GOP holds in Wisconsin, it has to win 2 of 4 (GA, PA, AZ &amp; NV) to take control in the upper chamber.

That said, both parties are indicating Ds have a slight upper-hand in AZ. https://t.co/PbRx0i94aI"
1018,1.57E+18,pnw,9/24/22 17:40,ParryPierce,,7986,7260,11,0,"Posobiec backed Sean Parnell in this year's PA GOP Senate primary (he dropped out after his wife accused him of abusing her and their children). Kathy Barnette was Jack's backup choice. Dave McCormick was his safety pick (even Bannon had him on the War Room). 

Dr. Oz won anyway. https://t.co/EMG0Cf3GwL"
1019,1.57E+18,wi ðÿ‡ºðÿ‡¸ texas ðÿ‡ºðÿ‡¸ nh nj,9/24/22 17:39,wisdom4why,,4114,4233,417,0,"ALL EYES ON PENNSYLVANIA: Voters are asking PA Democratic candidate John Fetterman to release his medical records following his stroke. TONIGHT on ""Hannity,"" PA GOP Senate candidate @DrOz will react."
1020,1.57E+18,planet earth,9/24/22 17:39,WaterflowerM,,9998,9091,70,0,"Here's @JohnFetterman with another ðŸ”¥ video showing Dr. Oz's many lies he's said.

Oz is a bad fit for PA! Vote Fetterman for Senate! Find out more and maybe donate: https://t.co/qrwuMOQ58l

#Dems4OR #ONEV1 #DemVoice1 #MobilizeForMidterms 

https://t.co/DR0bg5zJVL"
1021,1.57E+18,,9/24/22 17:39,GuinnBonnie,,3973,3383,1003,0,"PA Democrat John Fetterman has a long history of not paying taxes. Dozens of liens. More than $25k owed. Big supporter of public schools, but school district had to sue him for unpaid tax bills. From 2016: https://t.co/lILw5q7kOH  And today: https://t.co/8ehWpWsYYK"
1022,1.57E+18,fl & ma,9/24/22 17:39,EvansanAnn,,1353,418,28,0,"â­Flippable Five! US Senate 
@TimRyan(OH) 
@JohnFetterman (PA)
@CheriBeasleyNC(NC) 
@valdemings(FL) 
@TheOtherMandela (WI)
All have tried &amp; proven professional records. Theyâ€™re the BEST for America. 

Out-of-starters can help â¬‡ï¸
https://t.co/mwEvx3uRYw
#DemVoice1 #ONEV1 #BlueDot https://t.co/8nbGe2WQp8"
1023,1.57E+18,,9/24/22 17:39,DadsterForReal,,32,20,0,0,"@jjabbott @RyanDeto @ByJohnLMicek @jbaernews @StephenJ_Caruso @marley_parish @PennCapitalStar @spotlightpa @PAGOP Heads up PA..Ozzie's in DC frantically trolling for big lobby $$. Hope they have YOUR interests at heart, but guessing NOT!

https://t.co/VCZxiSNa0V"
1024,1.57E+18,,9/24/22 17:38,ASPL365,,603,233,16,0,John Fetterman is the ONLY candidate in the PA Senate race who cares about reproductive freedom. Letâ€™s make sure he defeats Oz in November. https://t.co/RzYdcYDIRO
1025,1.57E+18,"colorado, usa",9/24/22 17:36,The__Raven___,,20269,20084,70,0,"Here's @JohnFetterman with another ðŸ”¥ video showing Dr. Oz's many lies he's said.

Oz is a bad fit for PA! Vote Fetterman for Senate! Find out more and maybe donate: https://t.co/qrwuMOQ58l

#Dems4OR #ONEV1 #DemVoice1 #MobilizeForMidterms 

https://t.co/DR0bg5zJVL"
1026,1.57E+18,"north carolina, usa",9/24/22 17:35,cardon_brian,,4435,3481,28,0,"Fetterman Launches Food Truck To Campaign For Him Across Pennsylvania

Fettermobile is a food truck-style vehicle that will crisscross PA, organizing, registering voters, selling merchandise, and informing about John Fettermanâ€™s Senate campaign.
#OurBlueVoice 
#ProudBlue22 https://t.co/Ltp6AO0xRU"
1027,1.57E+18,,9/24/22 17:35,mycatisjack,,4978,2152,16,0,John Fetterman is the ONLY candidate in the PA Senate race who cares about reproductive freedom. Letâ€™s make sure he defeats Oz in November. https://t.co/RzYdcYDIRO
1028,1.57E+18,,9/24/22 17:34,_cancelery_,,389,352,0,6,*REAL* 2022 PA Senate Results https://t.co/t0GQmr26Hg https://t.co/fs6XEmREy9
1029,1.57E+18, smalltown  state - usa,9/24/22 17:34,Marvinschwart10,,4279,3108,0,1,@JohnFetterman Simply does not have the mental capacity to be in the Senate. Wake up PA!  This dude is a pandering joke!
1030,1.57E+18,ut + nv,9/24/22 17:34,ProudAFAmerican,,9696,10404,28,0,"Fetterman Launches Food Truck To Campaign For Him Across Pennsylvania

Fettermobile is a food truck-style vehicle that will crisscross PA, organizing, registering voters, selling merchandise, and informing about John Fettermanâ€™s Senate campaign.
#OurBlueVoice 
#ProudBlue22 https://t.co/Ltp6AO0xRU"
1031,1.57E+18,"new jersey, usa",9/24/22 17:34,NoBigGovDuh,,4994,2670,16,0,John Fetterman is the ONLY candidate in the PA Senate race who cares about reproductive freedom. Letâ€™s make sure he defeats Oz in November. https://t.co/RzYdcYDIRO
1032,1.57E+18,,9/24/22 17:32,ahmedali888120,,419,58,3,0,"@JohnFetterman @FetterMobile Make sure you don't hold up the truck with a shotgun just cause it's black 

https://t.co/MRMSDEGmJn"
1033,1.57E+18,,9/24/22 17:32,purplelady4662,,273,64,154,0,"Oz is dangerous for women.  
Oz is dangerous for PA.  
Oz is a Trumper.
Even if he lived in PA he would suck.

Fetterman needs your help!

Help us GOTV for Fetterman to increase Senate seats &amp; codify Roe!

Chip in $10, $25, $50, $100, $250, $500 or more: 
https://t.co/Z3F4lTLVaa https://t.co/Ya7kgJgeaO"
1034,1.57E+18," bigcity , pa",9/24/22 17:32,ZakinPA,,22,28,0,0,"@DrOz As president of the PA Senate, Fetterman has no vote. Must be different in NJ. Get a clue."
1035,1.57E+18,,9/24/22 17:32,peaceandteachin,,37159,38149,28,0,"â­Flippable Five! US Senate 
@TimRyan(OH) 
@JohnFetterman (PA)
@CheriBeasleyNC(NC) 
@valdemings(FL) 
@TheOtherMandela (WI)
All have tried &amp; proven professional records. Theyâ€™re the BEST for America. 

Out-of-starters can help â¬‡ï¸
https://t.co/mwEvx3uRYw
#DemVoice1 #ONEV1 #BlueDot https://t.co/8nbGe2WQp8"
1036,1.57E+18,world,9/24/22 17:31,larriandJ,,6760,7761,70,0,"Here's @JohnFetterman with another ðŸ”¥ video showing Dr. Oz's many lies he's said.

Oz is a bad fit for PA! Vote Fetterman for Senate! Find out more and maybe donate: https://t.co/qrwuMOQ58l

#Dems4OR #ONEV1 #DemVoice1 #MobilizeForMidterms 

https://t.co/DR0bg5zJVL"
1037,1.57E+18,,9/24/22 17:31,TheCavemanMan92,,956,196,16,0,John Fetterman is the ONLY candidate in the PA Senate race who cares about reproductive freedom. Letâ€™s make sure he defeats Oz in November. https://t.co/RzYdcYDIRO
1038,1.57E+18,"searchlight, nv",9/24/22 17:31,sneckpad,,541,473,0,7,"@tencor_7144 My predictions rn:

Every battleground stays the same except

Democrats flip PA, Republicans flip NV

Georgia Senate goes into a runoff to decide the senate control"
1039,1.57E+18,"north carolina, usa",9/24/22 17:30,cardon_brian,,4435,3481,70,0,"Here's @JohnFetterman with another ðŸ”¥ video showing Dr. Oz's many lies he's said.

Oz is a bad fit for PA! Vote Fetterman for Senate! Find out more and maybe donate: https://t.co/qrwuMOQ58l

#Dems4OR #ONEV1 #DemVoice1 #MobilizeForMidterms 

https://t.co/DR0bg5zJVL"
1040,1.57E+18," u.s.a. & chesterfield, uk",9/24/22 17:30,georgevillage5,,46,25,0,0,If this nut job Fetterman wins Pa.'s U.S. Senate seat in November it will be the result of voter fraud in Allegheny County the most corrupt county in Pennsylvania. https://t.co/Eds27XluXu
1041,1.57E+18,,9/24/22 17:29,BKMDMAP,,872,795,3,0,"â€œBetter him than Ozâ€ was the overriding sentiment among the people Billy Penn spoke with, referring to Mehmet Oz, Fettermanâ€™s Republican rival on the campaign trail.

â€œVote for me, Iâ€™m not Ozâ€. Should be on bumpsticker

https://t.co/GLi12Pmq75 via @billy_penn"
1042,1.57E+18,united states,9/24/22 17:29,Sbh08Mae,,19356,30186,70,0,"Here's @JohnFetterman with another ðŸ”¥ video showing Dr. Oz's many lies he's said.

Oz is a bad fit for PA! Vote Fetterman for Senate! Find out more and maybe donate: https://t.co/qrwuMOQ58l

#Dems4OR #ONEV1 #DemVoice1 #MobilizeForMidterms 

https://t.co/DR0bg5zJVL"
1043,1.57E+18,,9/24/22 17:28,SusanPoe7,,4947,5094,154,0,"Oz is dangerous for women.  
Oz is dangerous for PA.  
Oz is a Trumper.
Even if he lived in PA he would suck.

Fetterman needs your help!

Help us GOTV for Fetterman to increase Senate seats &amp; codify Roe!

Chip in $10, $25, $50, $100, $250, $500 or more: 
https://t.co/Z3F4lTLVaa https://t.co/Ya7kgJgeaO"
1044,1.57E+18,new  smalltown  ny,9/24/22 17:27,cclark112263,,5002,1741,16,0,John Fetterman is the ONLY candidate in the PA Senate race who cares about reproductive freedom. Letâ€™s make sure he defeats Oz in November. https://t.co/RzYdcYDIRO
1045,1.57E+18,,9/24/22 17:27,kwestconservat1,,810,218,0,0,"Come on, PA voters ... don't let this freak get into the Senate. https://t.co/5CnlnNUzVu"
1046,1.57E+18,,9/24/22 17:26,jcsmith1974,,994,352,1003,0,"PA Democrat John Fetterman has a long history of not paying taxes. Dozens of liens. More than $25k owed. Big supporter of public schools, but school district had to sue him for unpaid tax bills. From 2016: https://t.co/lILw5q7kOH  And today: https://t.co/8ehWpWsYYK"
1047,1.57E+18,fl swamps - follow me,9/24/22 17:26,EllieBlueBird1,,927,600,16,0,John Fetterman is the ONLY candidate in the PA Senate race who cares about reproductive freedom. Letâ€™s make sure he defeats Oz in November. https://t.co/RzYdcYDIRO
1048,1.57E+18,,9/24/22 17:25,fbterpfan,,4643,3568,1003,0,"PA Democrat John Fetterman has a long history of not paying taxes. Dozens of liens. More than $25k owed. Big supporter of public schools, but school district had to sue him for unpaid tax bills. From 2016: https://t.co/lILw5q7kOH  And today: https://t.co/8ehWpWsYYK"
