,id,concatenated,created_at,username,,following,followers,retweetcount,favorite,text,location
3491,1.57E+18,"@robjeny Here is the Fetterman one. See US Senate candidate, PA.
Biden's said US Government Official... you're not getting this yet huh? https://t.co/3umR5F303Y bigcity / bigcity  pa",9/22/22 0:12,therealcavey,,481,461,0,2,"@robjeny Here is the Fetterman one. See US Senate candidate, PA.
Biden's said US Government Official... you're not getting this yet huh? https://t.co/3umR5F303Y", bigcity / bigcity  pa
3492,1.57E+18,"ONE #BipartisanSolution on this list is moving toward a final vote. 
SB 522 to require testing of all PA kids passed unanimously out of PA Senate &amp; was voted out of House Children &amp; Youth Committee this morning. Just days left for a final vote. 
@PALeadFree @PAP4Children https://t.co/JbZTQSia8N https://t.co/ULJnKM3zv8pennsylvania, usa",9/22/22 0:10,FairDisPAChestr,,1082,361,2,0,"ONE #BipartisanSolution on this list is moving toward a final vote. 
SB 522 to require testing of all PA kids passed unanimously out of PA Senate &amp; was voted out of House Children &amp; Youth Committee this morning. Just days left for a final vote. 
@PALeadFree @PAP4Children https://t.co/JbZTQSia8N https://t.co/ULJnKM3zv8","pennsylvania, usa"
3493,1.57E+18,"We are going to flip these 5 seats to increase our Democratic majority in the U.S. Senate:

Tim Ryan (OH)
John Fetterman (PA)
Cheri Beasley (NC)
Val Demings (FL)
Mandela Barnes (WI)

Chip in $10, $25, $50, $100 or more to support our grassroots efforts: https://t.co/Z3F4lTLVaa https://t.co/qPBmNQKKDYplanet earth",9/22/22 0:10,SparklesNSunsh2,,792,1500,1851,0,"We are going to flip these 5 seats to increase our Democratic majority in the U.S. Senate:

Tim Ryan (OH)
John Fetterman (PA)
Cheri Beasley (NC)
Val Demings (FL)
Mandela Barnes (WI)

Chip in $10, $25, $50, $100 or more to support our grassroots efforts: https://t.co/Z3F4lTLVaa https://t.co/qPBmNQKKDY",planet earth
3494,1.57E+18,"@rainy12468 @IndivisibleLNH @maddow @MaddowBlog @allinwithchris @thereidout @BucksCoBeacon @IndivisibleTeam @pa_indivisible @LetsTurnPABlue @IndivisiblePHL @ulleryatintell @PhillyInquirer @PennLive You clearly live in a media bubble, and are misinformed about the Democratic agenda.

We're sorry for you. But your life will be made better by having a down-to-earth Pennsylvanian like John Fetterman representing you in the Senate.pa-01   bucks county, pa",9/22/22 0:01,IndivisibleBUX,,3003,3222,0,0,"@rainy12468 @IndivisibleLNH @maddow @MaddowBlog @allinwithchris @thereidout @BucksCoBeacon @IndivisibleTeam @pa_indivisible @LetsTurnPABlue @IndivisiblePHL @ulleryatintell @PhillyInquirer @PennLive You clearly live in a media bubble, and are misinformed about the Democratic agenda.

We're sorry for you. But your life will be made better by having a down-to-earth Pennsylvanian like John Fetterman representing you in the Senate.","pa-01   bucks county, pa"
3495,1.57E+18,"""That level of intense engagement &amp; debate &amp; discussion is absolutely fundamental to this job. If @JohnFetterman's not able to do that, then frankly, he's not going to be able to be an effective senator, &amp; PA voters ought to know that,"" Toomey told KDKA.
https://t.co/uXhlTUQQguusa",9/22/22 0:00,ThirdWorldBS,,1366,824,6,16,"""That level of intense engagement &amp; debate &amp; discussion is absolutely fundamental to this job. If @JohnFetterman's not able to do that, then frankly, he's not going to be able to be an effective senator, &amp; PA voters ought to know that,"" Toomey told KDKA.
https://t.co/uXhlTUQQgu",usa
3496,1.57E+18,"@JortsTheCat good choices means volunteering w @AllIn_PA so we flip our state house + elect @JohnFetterman to senate + @JoshShapiroPA to governor.

we *especially* need help to elect our state house representatives to stop ballot measures changing constitution on *elections* + *abortion* https://t.co/0l7borrrjI",9/21/22 23:48,nbux50,,398,524,9,0,"@JortsTheCat good choices means volunteering w @AllIn_PA so we flip our state house + elect @JohnFetterman to senate + @JoshShapiroPA to governor.

we *especially* need help to elect our state house representatives to stop ballot measures changing constitution on *elections* + *abortion* https://t.co/0l7borrrjI",
3497,1.57E+18,"@pm_mcdaniel @NickKnudsenUS @TimRyan Support the #FlippableFive Senate candidates from the key states FL, NC, OH, PA, &amp; WI. And help strengthen the Dems' Senate majority. https://t.co/k2DhuJrxdDwhately, ma",9/21/22 23:48,pm_mcdaniel,,9081,8286,1,0,"@pm_mcdaniel @NickKnudsenUS @TimRyan Support the #FlippableFive Senate candidates from the key states FL, NC, OH, PA, &amp; WI. And help strengthen the Dems' Senate majority. https://t.co/k2DhuJrxdD","whately, ma"
3498,1.57E+18,"Want to learn more about Pennsylvania's 2022 election candidates? Learn how to research who is on your ballot, their stances, and who is funding their campaigns. https://t.co/tVaCQYq1UUusa",9/21/22 23:47,herder_of_cats,,2320,1573,13,0,"Want to learn more about Pennsylvania's 2022 election candidates? Learn how to research who is on your ballot, their stances, and who is funding their campaigns. https://t.co/tVaCQYq1UU",usa
3499,1.57E+18,"Scoop: Josh Shapiro, the Democrat running for PA governor, has a notable co-host for a fundraiser tonight: Sheryl Bartos Ã¢â‚¬â€ wife of Jeff Bartos, a two-time statewide GOP candidate and, more pointedly, the co-chair of Dr. OzÃ¢â‚¬â„¢s Senate campaign. https://t.co/9hbE3pvmed",9/21/22 23:45,Kathlee71013772,,5002,4422,243,0,"Scoop: Josh Shapiro, the Democrat running for PA governor, has a notable co-host for a fundraiser tonight: Sheryl Bartos Ã¢â‚¬â€ wife of Jeff Bartos, a two-time statewide GOP candidate and, more pointedly, the co-chair of Dr. OzÃ¢â‚¬â„¢s Senate campaign. https://t.co/9hbE3pvmed",
3500,1.57E+18,@MaureenLS @alexgcohen @DrOz @JohnFetterman Oh joy. He paid his taxes. ShouldnÃ¢â‚¬â„¢t have even been an issue. Goes to character. One of many reasons the dude should never be representing PA in the US senate.,9/21/22 23:42,Bartend54808487,,4621,2317,0,0,@MaureenLS @alexgcohen @DrOz @JohnFetterman Oh joy. He paid his taxes. ShouldnÃ¢â‚¬â„¢t have even been an issue. Goes to character. One of many reasons the dude should never be representing PA in the US senate.,
3501,1.57E+18,"Scoop: Josh Shapiro, the Democrat running for PA governor, has a notable co-host for a fundraiser tonight: Sheryl Bartos Ã¢â‚¬â€ wife of Jeff Bartos, a two-time statewide GOP candidate and, more pointedly, the co-chair of Dr. OzÃ¢â‚¬â„¢s Senate campaign. https://t.co/9hbE3pvmed",9/21/22 23:42,SkuBSnax,,27,13,243,0,"Scoop: Josh Shapiro, the Democrat running for PA governor, has a notable co-host for a fundraiser tonight: Sheryl Bartos Ã¢â‚¬â€ wife of Jeff Bartos, a two-time statewide GOP candidate and, more pointedly, the co-chair of Dr. OzÃ¢â‚¬â„¢s Senate campaign. https://t.co/9hbE3pvmed",
3502,1.57E+18,@WestonJK @JohnFetterman https://t.co/kjB9EZHGkh,9/21/22 23:40,mada_sooka,,6,0,0,1,@WestonJK @JohnFetterman https://t.co/kjB9EZHGkh,
3503,1.57E+18,"We are going to flip these 5 seats to increase our Democratic majority in the U.S. Senate:

Tim Ryan (OH)
John Fetterman (PA)
Cheri Beasley (NC)
Val Demings (FL)
Mandela Barnes (WI)

Chip in $10, $25, $50, $100 or more to support our grassroots efforts: https://t.co/Z3F4lTLVaa https://t.co/qPBmNQKKDY",9/21/22 23:30,bessieglass11,,4178,1544,1851,0,"We are going to flip these 5 seats to increase our Democratic majority in the U.S. Senate:

Tim Ryan (OH)
John Fetterman (PA)
Cheri Beasley (NC)
Val Demings (FL)
Mandela Barnes (WI)

Chip in $10, $25, $50, $100 or more to support our grassroots efforts: https://t.co/Z3F4lTLVaa https://t.co/qPBmNQKKDY",
3504,1.57E+18,"Scoop: Josh Shapiro, the Democrat running for PA governor, has a notable co-host for a fundraiser tonight: Sheryl Bartos Ã¢â‚¬â€ wife of Jeff Bartos, a two-time statewide GOP candidate and, more pointedly, the co-chair of Dr. OzÃ¢â‚¬â„¢s Senate campaign. https://t.co/9hbE3pvmedokeechobee, fl",9/21/22 23:30,ChavisLah,,3324,971,243,0,"Scoop: Josh Shapiro, the Democrat running for PA governor, has a notable co-host for a fundraiser tonight: Sheryl Bartos Ã¢â‚¬â€ wife of Jeff Bartos, a two-time statewide GOP candidate and, more pointedly, the co-chair of Dr. OzÃ¢â‚¬â„¢s Senate campaign. https://t.co/9hbE3pvmed","okeechobee, fl"
3505,1.57E+18,HeÃ¢â‚¬â„¢s pulled out of Pa and Ohio too. HeÃ¢â‚¬â„¢s not even hiding his desire to keep the Dems in charge  https://t.co/BBoIg80cLageorgia,9/21/22 23:27,simplyorganicT,,1141,1598,3,0,HeÃ¢â‚¬â„¢s pulled out of Pa and Ohio too. HeÃ¢â‚¬â„¢s not even hiding his desire to keep the Dems in charge  https://t.co/BBoIg80cLa,georgia
3506,1.57E+18,"@MarshaBlackburn Have you met John Fetterman who is seeking a Senate seat for PA?  He suffers with Auditory Process Disorder and he is one hot mess.  If he gets in, it will be embarrassment for the Commonwealth of PA.",9/21/22 23:23,BustFreebooter,,1421,240,0,0,"@MarshaBlackburn Have you met John Fetterman who is seeking a Senate seat for PA?  He suffers with Auditory Process Disorder and he is one hot mess.  If he gets in, it will be embarrassment for the Commonwealth of PA.",
3507,1.57E+18,"@MarshaBlackburn Have you met John Fetterman who is seeking a Senate seat for PA?  He suffers with Auditory Process Disorder and he is one hot mess.  If he gets in, it will be embarrassment for the Commonwealth of PA.",9/21/22 23:23,BustFreebooter,,1421,240,0,0,"@MarshaBlackburn Have you met John Fetterman who is seeking a Senate seat for PA?  He suffers with Auditory Process Disorder and he is one hot mess.  If he gets in, it will be embarrassment for the Commonwealth of PA.",
3508,1.57E+18,@MitchInAZ @DrOz He'll most likely sell his PA house or rent it out when he loses. His only interest in Pennsylvania is a seat in the US Senate.,9/21/22 23:23,ElisabethCasal1,,775,434,3,0,@MitchInAZ @DrOz He'll most likely sell his PA house or rent it out when he loses. His only interest in Pennsylvania is a seat in the US Senate.,
3509,1.57E+18,HeÃ¢â‚¬â„¢s pulled out of Pa and Ohio too. HeÃ¢â‚¬â„¢s not even hiding his desire to keep the Dems in charge  https://t.co/BBoIg80cLa,9/21/22 23:22,cherrybaysb,,3321,3161,3,0,HeÃ¢â‚¬â„¢s pulled out of Pa and Ohio too. HeÃ¢â‚¬â„¢s not even hiding his desire to keep the Dems in charge  https://t.co/BBoIg80cLa,
3510,1.57E+18,"Want to learn more about PennsylvaniaÃ¢â‚¬â„¢s 2022 election candidates? Learn how to research who is on your ballot, their stances and who is funding their campaigns. (via @SpotlightPA) https://t.co/t62DexH8nEstate college, pa.",9/21/22 23:20,StateCollegecom,,2392,13871,0,1,"Want to learn more about PennsylvaniaÃ¢â‚¬â„¢s 2022 election candidates? Learn how to research who is on your ballot, their stances and who is funding their campaigns. (via @SpotlightPA) https://t.co/t62DexH8nE","state college, pa."
3511,1.57E+18,"HeÃ¢â‚¬â„¢s pulled out of Pa and Ohio too. HeÃ¢â‚¬â„¢s not even hiding his desire to keep the Dems in charge  https://t.co/BBoIg80cLapennsylvania, new jersey",9/21/22 23:18,Maureen96298305,,1168,484,3,0,HeÃ¢â‚¬â„¢s pulled out of Pa and Ohio too. HeÃ¢â‚¬â„¢s not even hiding his desire to keep the Dems in charge  https://t.co/BBoIg80cLa,"pennsylvania, new jersey"
3512,1.57E+18,"Scoop: Josh Shapiro, the Democrat running for PA governor, has a notable co-host for a fundraiser tonight: Sheryl Bartos Ã¢â‚¬â€ wife of Jeff Bartos, a two-time statewide GOP candidate and, more pointedly, the co-chair of Dr. OzÃ¢â‚¬â„¢s Senate campaign. https://t.co/9hbE3pvmedusa",9/21/22 23:18,JMadison1788,,26,58,243,0,"Scoop: Josh Shapiro, the Democrat running for PA governor, has a notable co-host for a fundraiser tonight: Sheryl Bartos Ã¢â‚¬â€ wife of Jeff Bartos, a two-time statewide GOP candidate and, more pointedly, the co-chair of Dr. OzÃ¢â‚¬â„¢s Senate campaign. https://t.co/9hbE3pvmed",usa
3513,1.57E+18,"HeÃ¢â‚¬â„¢s pulled out of Pa and Ohio too. HeÃ¢â‚¬â„¢s not even hiding his desire to keep the Dems in charge  https://t.co/BBoIg80cLacooperstown, pa",9/21/22 23:16,SolidRedPeon,,54700,57030,3,4,HeÃ¢â‚¬â„¢s pulled out of Pa and Ohio too. HeÃ¢â‚¬â„¢s not even hiding his desire to keep the Dems in charge  https://t.co/BBoIg80cLa,"cooperstown, pa"
3514,1.57E+18,"Trump won ruby red Indiana County, PA with 68% of the vote in 2020, but Senate candidate John Fetterman drew over 500 people for a rally on Tuesday at Indiana University. 

Fetterman got it going on! Sorry Oz pack your bags. YouÃ¢â‚¬â„¢re going back to NJ!
#OurBlueVoice
#ProudBlue22 https://t.co/Ba25UD92Pu",9/21/22 23:08,Hayes1776usa2nd,,7684,7674,45,0,"Trump won ruby red Indiana County, PA with 68% of the vote in 2020, but Senate candidate John Fetterman drew over 500 people for a rally on Tuesday at Indiana University. 

Fetterman got it going on! Sorry Oz pack your bags. YouÃ¢â‚¬â„¢re going back to NJ!
#OurBlueVoice
#ProudBlue22 https://t.co/Ba25UD92Pu",
3515,1.57E+18,"The Pa. Senate is approving the trustees (picked by Gov. Tom Wolf) for the 2 new state universities made by combining 6 universities. Among those getting positions:
-GOP political operative Ray Zaborney
-Former GOP staffer Krystjan Callahan
-Mike Hanna Jr., son of a D state repbellefonte, pennsylvania",9/21/22 23:08,News4Mass,,1782,2997,6,0,"The Pa. Senate is approving the trustees (picked by Gov. Tom Wolf) for the 2 new state universities made by combining 6 universities. Among those getting positions:
-GOP political operative Ray Zaborney
-Former GOP staffer Krystjan Callahan
-Mike Hanna Jr., son of a D state rep","bellefonte, pennsylvania"
3516,1.57E+18,"Scoop: Josh Shapiro, the Democrat running for PA governor, has a notable co-host for a fundraiser tonight: Sheryl Bartos Ã¢â‚¬â€ wife of Jeff Bartos, a two-time statewide GOP candidate and, more pointedly, the co-chair of Dr. OzÃ¢â‚¬â„¢s Senate campaign. https://t.co/9hbE3pvmedtexas, usa",9/21/22 23:08,MaryMary0414,,7388,6719,243,0,"Scoop: Josh Shapiro, the Democrat running for PA governor, has a notable co-host for a fundraiser tonight: Sheryl Bartos Ã¢â‚¬â€ wife of Jeff Bartos, a two-time statewide GOP candidate and, more pointedly, the co-chair of Dr. OzÃ¢â‚¬â„¢s Senate campaign. https://t.co/9hbE3pvmed","texas, usa"
3517,1.57E+18,"'What a waste': High-profile Oz booster blasts him in leaked emails for 'gutter politics at its worst' https://t.co/pEygcT1nJz
Ok, I thought the #Dumpty news was good but this is equally good! The #BlueWave is going through #PA via the senate!here & now",9/21/22 23:06,tomatorose13,,422,89,0,0,"'What a waste': High-profile Oz booster blasts him in leaked emails for 'gutter politics at its worst' https://t.co/pEygcT1nJz
Ok, I thought the #Dumpty news was good but this is equally good! The #BlueWave is going through #PA via the senate!",here & now
3518,1.57E+18,"So, @RepBrianFitz doesn't explain what he doesn't like about the house bill, but drafts a statement on how he supports the senate bill with zero context? 

We need someone willing to be transparent with the constituents of PA-01. Empty statements mean nothing. https://t.co/ROZvExr4rJ",9/21/22 23:05,DavidOD24,,93,48,3,6,"So, @RepBrianFitz doesn't explain what he doesn't like about the house bill, but drafts a statement on how he supports the senate bill with zero context? 

We need someone willing to be transparent with the constituents of PA-01. Empty statements mean nothing. https://t.co/ROZvExr4rJ",
3519,1.57E+18,"Where do we begin? John Fetterman getting an allowance from his parents into his late 40Ã¢â‚¬â„¢s, refusing to debate, or how heÃ¢â‚¬â„¢s the most radical candidate in the country. https://t.co/qF4ewTnRrclongmont, co",9/21/22 23:02,JohnInLongmont,,4996,627,304,0,"Where do we begin? John Fetterman getting an allowance from his parents into his late 40Ã¢â‚¬â„¢s, refusing to debate, or how heÃ¢â‚¬â„¢s the most radical candidate in the country. https://t.co/qF4ewTnRrc","longmont, co"
3520,1.57E+18,"Who do we vote for in the 40th PA Senate race? A state rep with a zero environmental rating, or the Secretary of the Brodhead Watershed Association who cares about the 27th Amendment? https://t.co/c1z30WWGfpnj",9/21/22 23:02,jackson19645,,1915,208,4,0,"Who do we vote for in the 40th PA Senate race? A state rep with a zero environmental rating, or the Secretary of the Brodhead Watershed Association who cares about the 27th Amendment? https://t.co/c1z30WWGfp",nj
3521,1.57E+18,"Dr. Oz on the Rise in PA Senate Race - The American Spectator | 

https://t.co/BhOtvC8D4G

#keeping_America_Informedusa",9/21/22 23:00,edmecka,,188,282,0,0,"Dr. Oz on the Rise in PA Senate Race - The American Spectator | 

https://t.co/BhOtvC8D4G

#keeping_America_Informed",usa
3522,1.57E+18,Democrat PA. Senate Candidate Fetterman Ã¢â‚¬Å“HappyÃ¢â‚¬Â To Free Murderer Who Hacked Innocent Man to Death With Garden Shears https://t.co/t3IKosGwLB via @pamelageller,9/21/22 22:54,RickardAlstar,,1979,448,0,0,Democrat PA. Senate Candidate Fetterman Ã¢â‚¬Å“HappyÃ¢â‚¬Â To Free Murderer Who Hacked Innocent Man to Death With Garden Shears https://t.co/t3IKosGwLB via @pamelageller,
3523,1.57E+18,"VICTORY!

Let's win these two ""empty"" seats in the U.S. Senate and build our majority!

Help us register voters and get out the vote for John Fetterman in PA and Tim Ryan in OH!

Chip in $10, $25, $50, $100, $250, $500 or more to win! https://t.co/Z3F4lTLVaa https://t.co/xj2oLNG0Ov",9/21/22 22:53,Canadiangander,,606,539,1726,0,"VICTORY!

Let's win these two ""empty"" seats in the U.S. Senate and build our majority!

Help us register voters and get out the vote for John Fetterman in PA and Tim Ryan in OH!

Chip in $10, $25, $50, $100, $250, $500 or more to win! https://t.co/Z3F4lTLVaa https://t.co/xj2oLNG0Ov",
3524,1.57E+18,@MitchInAZ @DrOz He'll most likely sell his PA house or rent it out when he loses. His only interest in Pennsylvania is a seat in the US Senate.,9/21/22 22:53,mabely51,,986,104,3,0,@MitchInAZ @DrOz He'll most likely sell his PA house or rent it out when he loses. His only interest in Pennsylvania is a seat in the US Senate.,
3525,1.57E+18,"We are going to flip these 5 seats to increase our Democratic majority in the U.S. Senate:

Tim Ryan (OH)
John Fetterman (PA)
Cheri Beasley (NC)
Val Demings (FL)
Mandela Barnes (WI)

Chip in $10, $25, $50, $100 or more to support our grassroots efforts: https://t.co/Z3F4lTLVaa https://t.co/qPBmNQKKDY",9/21/22 22:51,MccKristina,,339,236,1851,0,"We are going to flip these 5 seats to increase our Democratic majority in the U.S. Senate:

Tim Ryan (OH)
John Fetterman (PA)
Cheri Beasley (NC)
Val Demings (FL)
Mandela Barnes (WI)

Chip in $10, $25, $50, $100 or more to support our grassroots efforts: https://t.co/Z3F4lTLVaa https://t.co/qPBmNQKKDY",
3526,1.57E+18,"Under the cover of night, Senate Republicans forward a bill for a Constitutional Amendment that would ban abortion access in Pennsylvania. 

Lawmakers and activists rally on the steps of the PA Capitol to ensure reproductive healthcare is always accessible in the commonwealth. https://t.co/meayFOTSeGnorth america",9/21/22 22:51,duncansNS2,,383,876,5,0,"Under the cover of night, Senate Republicans forward a bill for a Constitutional Amendment that would ban abortion access in Pennsylvania. 

Lawmakers and activists rally on the steps of the PA Capitol to ensure reproductive healthcare is always accessible in the commonwealth. https://t.co/meayFOTSeG",north america
3527,1.57E+18,"We scored every candidate for PA House, Senate, and Governor according to our priorities so every nurse in PA has the information to know who stands with nurses and our values, and who doesnÃ¢â‚¬â„¢t. 

Check the 2022 Nurse Priorities Election Scorecard: https://t.co/0ezFY8hp6esouth side",9/21/22 22:49,theeepanini,,1246,635,3,0,"We scored every candidate for PA House, Senate, and Governor according to our priorities so every nurse in PA has the information to know who stands with nurses and our values, and who doesnÃ¢â‚¬â„¢t. 

Check the 2022 Nurse Priorities Election Scorecard: https://t.co/0ezFY8hp6e",south side
3528,1.57E+18,"We scored every candidate for PA House, Senate, and Governor according to our priorities so every nurse in PA has the information to know who stands with nurses and our values, and who doesnÃ¢â‚¬â„¢t. 

Check the 2022 Nurse Priorities Election Scorecard: https://t.co/0ezFY8hp6e bigcity , pa",9/21/22 22:46,PghProtests,,895,5018,3,0,"We scored every candidate for PA House, Senate, and Governor according to our priorities so every nurse in PA has the information to know who stands with nurses and our values, and who doesnÃ¢â‚¬â„¢t. 

Check the 2022 Nurse Priorities Election Scorecard: https://t.co/0ezFY8hp6e"," bigcity , pa"
3529,1.57E+18,"Nobody in America should even have to ask a politician if they will commit to a peaceful transfer of power. But every politician, if asked, must answer that question. There's only one right answer, and Senate candidate Ted Budd didn't give it. https://t.co/KAR9P8RqVUpennsylvania, usa",9/21/22 22:46,PA_CinnamonBear,,3050,2387,305,0,"Nobody in America should even have to ask a politician if they will commit to a peaceful transfer of power. But every politician, if asked, must answer that question. There's only one right answer, and Senate candidate Ted Budd didn't give it. https://t.co/KAR9P8RqVU","pennsylvania, usa"
3530,1.57E+18,"Scoop: Josh Shapiro, the Democrat running for PA governor, has a notable co-host for a fundraiser tonight: Sheryl Bartos Ã¢â‚¬â€ wife of Jeff Bartos, a two-time statewide GOP candidate and, more pointedly, the co-chair of Dr. OzÃ¢â‚¬â„¢s Senate campaign. https://t.co/9hbE3pvmedcanada",9/21/22 22:44,ReflectingMan,,2,7744,243,0,"Scoop: Josh Shapiro, the Democrat running for PA governor, has a notable co-host for a fundraiser tonight: Sheryl Bartos Ã¢â‚¬â€ wife of Jeff Bartos, a two-time statewide GOP candidate and, more pointedly, the co-chair of Dr. OzÃ¢â‚¬â„¢s Senate campaign. https://t.co/9hbE3pvmed",canada
3531,1.57E+18,"@PANews0verviews PA citizens you have a choice for senate, one will allow prisoners to be released, will stop fracking and thousands of jobs lost in PA! Fetterman will make drugs legal! But you have DR OZ who cares for laws, cares about jobs, cares about keeping your kids safe! Vote for OZ!",9/21/22 22:42,CoghillDarla,,60,1,0,0,"@PANews0verviews PA citizens you have a choice for senate, one will allow prisoners to be released, will stop fracking and thousands of jobs lost in PA! Fetterman will make drugs legal! But you have DR OZ who cares for laws, cares about jobs, cares about keeping your kids safe! Vote for OZ!",
3532,1.57E+18,"@DrOz DR OZ KILLS PUPPIES INHUMANELY!! DR OZ BELIEVES INCEST IS OK!! DR OZ IS SUPPORTED BY THE TRUMP CULT!! DR OZ LIVES IN NEW JERSEY, VOTES IN TURKEY, AND HAS NO HOLDINGS IN PA. WHY VOTE FOR THE ALIEN?? HE DOESNT BELONG IN PA'S SENATE RACE!!hampton township, pa",9/21/22 22:42,livvysservant,,99,75,0,0,"@DrOz DR OZ KILLS PUPPIES INHUMANELY!! DR OZ BELIEVES INCEST IS OK!! DR OZ IS SUPPORTED BY THE TRUMP CULT!! DR OZ LIVES IN NEW JERSEY, VOTES IN TURKEY, AND HAS NO HOLDINGS IN PA. WHY VOTE FOR THE ALIEN?? HE DOESNT BELONG IN PA'S SENATE RACE!!","hampton township, pa"
3533,1.57E+18,"@LindseyGrahamSC is the poster child for ""#UniParty Republicans always; ""rescuing defeat from the jaws of victory"" for law abiding, taxpaying, citizens. Every Senate seat involved in a close election; WI, PA, etc can blame the self serving witless Graham if the Dems win  them! https://t.co/si8wnRlRMB",9/21/22 22:40,mdveritas,,603,262,0,0,"@LindseyGrahamSC is the poster child for ""#UniParty Republicans always; ""rescuing defeat from the jaws of victory"" for law abiding, taxpaying, citizens. Every Senate seat involved in a close election; WI, PA, etc can blame the self serving witless Graham if the Dems win  them! https://t.co/si8wnRlRMB",
3534,1.57E+18,@MitchInAZ @DrOz He'll most likely sell his PA house or rent it out when he loses. His only interest in Pennsylvania is a seat in the US Senate.bermuda,9/21/22 22:38,2Lazi2Write,,580,101,3,0,@MitchInAZ @DrOz He'll most likely sell his PA house or rent it out when he loses. His only interest in Pennsylvania is a seat in the US Senate.,bermuda
3535,1.57E+18,"Ã°Å¸Å¡Â¨My 2022 US Senate Map. This is where I believe these races stand as of now.
50 RÃ°Å¸â€Â´ 
47 DÃ°Å¸â€Âµ
3 TossupÃ°Å¸Å¸Â¡

R's likely pickup 1-4 Senate seats.
NH is still in play. I believe Walker will win GA by a few points.

Likelihood of R's winning tossups.
1.  NV
2. PA
3. AZ https://t.co/RGFfjblMeieastern pennsylvania, usa",9/21/22 22:37,MAGAFRV,,2393,2254,2,0,"Ã°Å¸Å¡Â¨My 2022 US Senate Map. This is where I believe these races stand as of now.
50 RÃ°Å¸â€Â´ 
47 DÃ°Å¸â€Âµ
3 TossupÃ°Å¸Å¸Â¡

R's likely pickup 1-4 Senate seats.
NH is still in play. I believe Walker will win GA by a few points.

Likelihood of R's winning tossups.
1.  NV
2. PA
3. AZ https://t.co/RGFfjblMei","eastern pennsylvania, usa"
3536,1.57E+18,"@DrOz Snake oil salesman says what?

https://t.co/N22RxYwPn6",9/21/22 22:35,KimAteach,,1098,1325,0,0,"@DrOz Snake oil salesman says what?

https://t.co/N22RxYwPn6",
3537,1.57E+18,"@DrOz Yet another ""opinion"" piece. Yet you sure won't use the opinion of your former friend who thinks you are a waste and a tragedy for Jewish people, will you? You are NOT wanted in PA. https://t.co/VBCznIgLOw bigcity ",9/21/22 22:34,HRamz3,,404,64,2,0,"@DrOz Yet another ""opinion"" piece. Yet you sure won't use the opinion of your former friend who thinks you are a waste and a tragedy for Jewish people, will you? You are NOT wanted in PA. https://t.co/VBCznIgLOw", bigcity 
3538,1.57E+18,"Scoop: Josh Shapiro, the Democrat running for PA governor, has a notable co-host for a fundraiser tonight: Sheryl Bartos Ã¢â‚¬â€ wife of Jeff Bartos, a two-time statewide GOP candidate and, more pointedly, the co-chair of Dr. OzÃ¢â‚¬â„¢s Senate campaign. https://t.co/9hbE3pvmed",9/21/22 22:34,JeanneJensch,,3435,425,243,0,"Scoop: Josh Shapiro, the Democrat running for PA governor, has a notable co-host for a fundraiser tonight: Sheryl Bartos Ã¢â‚¬â€ wife of Jeff Bartos, a two-time statewide GOP candidate and, more pointedly, the co-chair of Dr. OzÃ¢â‚¬â„¢s Senate campaign. https://t.co/9hbE3pvmed",
3539,1.57E+18,"@MitchInAZ @DrOz He'll most likely sell his PA house or rent it out when he loses. His only interest in Pennsylvania is a seat in the US Senate.southwestern pennsylvania, usa",9/21/22 22:32,TCPS2013,,660,247,3,53,@MitchInAZ @DrOz He'll most likely sell his PA house or rent it out when he loses. His only interest in Pennsylvania is a seat in the US Senate.,"southwestern pennsylvania, usa"
3540,1.57E+18,"We call on @PASDCC to condemn @mpinsley's support of violence towards political opponents &amp; to withdraw all support of his candidacy immediately. His remarks make it clear he wonÃ¢â‚¬â„¢t be able to effectively represent all the residents of 16th Senate district.
https://t.co/21wJrAemvK bigcity , pa",9/21/22 22:32,sdemarcoii,,2843,1998,46,0,"We call on @PASDCC to condemn @mpinsley's support of violence towards political opponents &amp; to withdraw all support of his candidacy immediately. His remarks make it clear he wonÃ¢â‚¬â„¢t be able to effectively represent all the residents of 16th Senate district.
https://t.co/21wJrAemvK"," bigcity , pa"
3541,1.57E+18,"Senator Lisa Baker has been a staunch advocate for Northeast Pennsylvania. If you live in the 20th Senate District, cast a vote to re-elect Senator Lisa Baker on Nov. 8th, 2022! #VoteNov8th #Election2022 https://t.co/vn8fof0dpU smalltown , pa",9/21/22 22:30,PA_SRCC,,238,1170,1,5,"Senator Lisa Baker has been a staunch advocate for Northeast Pennsylvania. If you live in the 20th Senate District, cast a vote to re-elect Senator Lisa Baker on Nov. 8th, 2022! #VoteNov8th #Election2022 https://t.co/vn8fof0dpU"," smalltown , pa"
